university_id,university_name,university_country
unvst-019b0caa-6772-7df6-9454-d76afb8bfc1a,Academy of Management and Entrepreneurship,Russian Federation
unvst-019b0caa-6772-7df6-9454-d76bc349e8f1,Amur State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d76cb1be9ac3,Volga State Academy of Water Transport,Russian Federation
unvst-019b0caa-6772-7df6-9454-d76db65e535a,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,Russian Federation
unvst-019b0caa-6772-7df6-9454-d76e454daa6b,Altai State Medical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d76f35a0e933,Astrakhan State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7700693714c,Astrahan State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7710c5f1149,Altai State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d772ca6d6f9e,Altai State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7730c5e65dd,Volgograd Medical Academy,Russian Federation
unvst-019b0caa-6772-7df6-9454-d774cb599055,Bashkir State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7750de9189c,Biysk State Padagogical University after V.M. Shukshin,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7765eef703e,Bauman Moscow State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7771b48de17,Bratsk State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d778971b954f,Belgorod State Agricultural Academy,Russian Federation
unvst-019b0caa-6772-7df6-9454-d779539addac,Bashkir State Pedagogical University named After M. Akmullah,Russian Federation
unvst-019b0caa-6772-7df6-9454-d77afb9957ff,Belgorod State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d77b77807122,Burjat State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d77c4de7ccd6,Belgorod State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d77db6e038be,Moscow External University of the Humanities,Russian Federation
unvst-019b0caa-6772-7df6-9454-d77e40b0801e,Chuvash State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d77fce11b471,Novosibirsk State Academy of Economics and Management,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7807f6e3940,Novosibirsk State Music Academy M. Glinka,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78135d035ac,St. Petersburg State Conservatory,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78251e01fca,Cheljabinsk State Institute of Teacher Training,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7835fd18239,Cheljabinsk State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7847dfc52f8,Dagestan State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d785b3cf3b35,Don State Agrarian University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d786f01e2ef1,Don State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d787ae12a9d6,Far East State Transport University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d7881045c37b,Far Eastern State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d789c5f3e390,Ivanovo State Textile Academy,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78a7fee863b,Yelets State University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78b033dd48a,St. Petersburg State Electrotechnical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78c5c5d9cc4,St. Petersburg State University of Engineering and Economics,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78da0119682,East-Siberian State University of Technology,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78e0ce790b8,European University at St.Petersburg,Russian Federation
unvst-019b0caa-6772-7df6-9454-d78fa39513b0,Finance Academy,Russian Federation
unvst-019b0caa-6772-7df6-9454-d790afecc960,Far Eastern State Technical University,Russian Federation
unvst-019b0caa-6772-7df6-9454-d791ba1bb52b,Maxim Gorky Institute of Literature,Russian Federation
unvst-019b0caa-6772-7df6-9454-d792cebec86e,St. Petersburg State Forest-Technical Academy,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae81bb3b0474,Gorno-Altaisk State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae82d97ae410,Russian Academy of Theatre Arts,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae83f499aac7,State Maritine Academy,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae84829c5e08,Gnesins Russian Academy of Music,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae85ae4af37a,St. Petersburg State Mountain Institut,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae86a35dcfef,St. Petersburg State Pediatric Medical Academy,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8791863f4a,St. Petersburg State Institute of Technology (Technological University),Russian Federation
unvst-019b0caa-6773-77cd-b389-ae88c4f2940d,St. Petersburg State Technological University of Plant Polymers,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8979e14652,Gubkin Russian State University of Oil and Gas,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8a1febec95,St. Petersburg State Cinema and TV University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8bb6d92bcc,State University of Management,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8cd83258ec,Herzen State Pedagogical University of Russia,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8df3906117,Higher School of Economics,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8e9310d58d,Obninsk State Technical University for Nuclear Power Engineering,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae8f3a9a61a6,Shemyakin–Ovchinnikov Institute of bioorganic chemistry RAS,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae907738e8d5,"International Banking Institute, St. Petersburg",Russian Federation
unvst-019b0caa-6773-77cd-b389-ae91ae666013,Institute of Business and Politics,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae92ca142c09,International East-European University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae939167cef4,Institute for the Economy in Transition,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae94e660f072,ITMO University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae959b3ac35d,Institute of Management and Economy,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae96ea68925e,State University of Aerospace Technologies,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9700b66210,Irkutsk State Academy of Economics,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae981916e04b,Baikal National University of Economics and Law,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9979e44c1f,Ivanovo State Academy of Medicine,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9ad51982d2,Ivanovo State Power University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9bd90b39ad,Irkutsk State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9c19700874,Izhevsk State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9d3a2d3da5,Ivanovo State University of Chemistry and Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9e6c0c6536,Irkutsk State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-ae9fa095f580,Yaroslavl International University of Business and New Technologies,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea023d3db68,"International University of Fundamental Studies, St. Petersburg",Russian Federation
unvst-019b0caa-6773-77cd-b389-aea1b1938e65,Ivanovo State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea218fa13e9,Jewish University in Moscow,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea3b74b9ddc,Moscow Pedagogical State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea41390acd3,Kazan State University of Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea5e181f3fe,Kalmyk State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea647dd0a81,Kamchatka State University Vitus Bering,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea77019b8d3,Immanuel Kant State University of Russia,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea8233b5147,Petrozavodsk State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aea93cfa9ace,Kazan State Music Conservatory,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeaabe528e6f,Kabardino-Balkarian State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeabed5f3b7c,Kemerovo State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeac7a19d857,Kazan State University of Medicine,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeadd0cf6922,Kazan State Pedagogical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeaeb4c0a539,Krasnoyarsk State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeaf86bcfbd2,Far Easten State University of Humanities,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb0d340d276,Khabarovsk State University of Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb1efb6c8f5,Vaganova Academy of Russian Ballet,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb2dae20b38,Kurgan International University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb335e23b45,Kaliningrad State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb4cc90285e,Komsomolsk-on-Amur State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb5ddd673a2,Kazan State Academy of Architecture and Civil Engineering,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb61e314a47,Kazan State Finance and Economics Institute,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb73a28aff6,Kursk State Medical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb8126581cf,Kaluga State Pedagogical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeb9870c5f80,Karelian State Pedagogical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeba159a14cc,Kostroma State Technological University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aebb8f47c695,Kursk State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aebc06092f88,Kazan State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aebd2f42ff02,Kuban State University of Agriculture,Russian Federation
unvst-019b0caa-6773-77cd-b389-aebe4775e72e,Kuban State University of Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aebf7e967b8e,Kuban State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec079b08d57,Kursk State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec11fc42735,Kuzbass State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec2b4ba9223,Linguistic University of Nizhny Novgorod,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec3f00cb894,Moscow State Automobile and Road Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec49d2dfd31,Marij State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec56516967a,Marij State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec692b8d94c,Magnitogorsk State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec7ed644094,St. Petersburg State Medical Academy,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec873937ec1,Novosibirsk State Medical Academy,Russian Federation
unvst-019b0caa-6773-77cd-b389-aec9de934598,Saratov State Medical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeca01bc470b,"Moscow State University of Economics, Statistics and Informatics",Russian Federation
unvst-019b0caa-6773-77cd-b389-aecb3a2e2d6c,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aecc42967804,Moscow State Institute of International Relations MFA Russia (MGIMO-University),Russian Federation
unvst-019b0caa-6773-77cd-b389-aecd2911adb2,Russian State Geological Prospecting University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aecec26570dd,Moscow State University of Civil Engineering,Russian Federation
unvst-019b0caa-6773-77cd-b389-aecf0f805413,Moscow State University of Forestry Engineering,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed0f15cb97a,National Research University of Electronic Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed1b29b7d81,Moscow State University of Geodesy and Cartography,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed2ae096d9f,Moscow State University of Railway Transport,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed3ae75f69a,Modern Institute of Managament,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed466067dd0,Moscow Institute of Physics and Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed548e099b4,Moscow International Higher Business School (MIRBIS),Russian Federation
unvst-019b0caa-6773-77cd-b389-aed6ddee6c3d,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",Russian Federation
unvst-019b0caa-6773-77cd-b389-aed799192c52,Moscow State Institute of Steel and Alloys,Russian Federation
unvst-019b0caa-6773-77cd-b389-aed810eeb01e,"International University of Engineering, Moscow",Russian Federation
unvst-019b0caa-6773-77cd-b389-aed993658847,I.M. Sechenov Moscow Medical Academy,Russian Federation
unvst-019b0caa-6773-77cd-b389-aedaf2f19f64,Moscow P. I. Tchaikovsky Conservatory,Russian Federation
unvst-019b0caa-6773-77cd-b389-aedbba0e6e58,Moscow Power Engineering Institute (Technical University),Russian Federation
unvst-019b0caa-6773-77cd-b389-aedc0f814ddc,Mordovian State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aedd0ebf3b9b,Moscow State Academy of Applied Biotechnology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeded4b45621,Moscow State Industrial University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aedf7ee0aff7,Moscow State Textile University A.N. Kosygin,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee07e669150,Moscow State Technical University of Civil Aviation,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee1784842c4,Murmansk State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee293353cc4,Moscow State University of Culture,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee3f8b6e498,Moscow State University of Environmental Engineering,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee487050e4b,Moscow State University of Ecological Engineering,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee5acebb685,Lomonosov Moscow State University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee6da1da7dd,Moscow Technical University of Informatics and Communication,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee7a3f9bbf1,Mendeleev Russian University of Chemical Technology,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee8198839ba,Modern University for the Humanities,Russian Federation
unvst-019b0caa-6773-77cd-b389-aee9c10143d4,Nayanova University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeeab4fc85a1,Stavropol State Technical University,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeebddddf268,Siberian State University of Telecommunications and Informatics,Russian Federation
unvst-019b0caa-6773-77cd-b389-aeec89b6a333,New Economic School,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa986867cf30,Nizhny Novgorod State Architectural - Building University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa99ffaf8ca5,Nevsky Institute of Language and Culture,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa9a461d40bb,Nizhny Novgorod State Academy of Medicine,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa9bb92397fb,Nizhny Novgorod State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa9c0d89ac0f,North Ossetian State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa9de6dbdb49,Novgorod State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa9e90082093,Novosibirsk State Agricultural University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aa9f36dfbf9e,Northern State Medical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa0da1aac57,Novosibirsk State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa1af2d91e1,Novosibirsk State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa2ad8f86dd,North-West State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa36ccd69d9,Omsk State Agrarian University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa43bac0401,Omsk State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa58c0d8c98,Omsk State Transport University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa617d10e3e,Omsk State Pedagogical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa7c05ae18c,Omsk State Medicical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa8c53d6daf,Oriental University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaa95e2a854b,Orenburg State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaaae5b811aa,People' s Friendship University of Russia,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaab0f03046f,Pjatigorsk State Linguistic University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaac04cbfc3c,Penza State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaad5d9c93a7,Pomor State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaae61ac2bc4,Perm State Pharmaceutical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaaf572dd823,Perm State Medical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab045c63a2a,Perm State Pedagogical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab1473ad907,Perm State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab2869065a4,Perm State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab332332592,Russian Academy of Arts,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab4b02f10b0,Plekhanov Russian Academy of Economics,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab5540fd4f8,Rybinsk State Academy of Aviational Technology,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab6998d5fc9,Russian State Hydrometeorological University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab710359942,Rostov State Medical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab8b8ae1b7e,Russian State Medical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aab9577ff47a,Russian State University for the Humanities,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaba44207a29,Rostov State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aabbecbb6629,Moscow State University of Commerce,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aabc2c2c77c0,Ufa State Petroleum Technological University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aabd8863d63c,Sakhalin State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aabeee0ad85f,Samara State Academy for Railway Transportation,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aabf9155d955,Samara State Medical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac0329ea0ad,Siberian Academy of Public Services,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac1ce5c69ff,Saratov State Academy of Law,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac2c18a4c4d,Saratov State Agrarian University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac384fc938f,Smolensk State Medical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac46d32ca03,Saratov State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac50ea4fc0b,Smolensk Humanitarian University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac65c736edb,Siberian State Industrial University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac7ef866c1b,Smolny University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac82dc2ac18,St. Petersburg State Marine Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aac909ef2f9f,Academic University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaca7297d064,St. Petersburg State University of Architecture and Civil Engineering,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aacb3e0738cf,St. Petersburg State Agrarian University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aacc7775eb40,St. Petersburg State University of Culture and Arts,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aacd8beefaaf,St. Petersburg Institute of Arts and Restoration,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aacef4232e78,St. Petersburg State Polytechnical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aacf2e5e9813,St. Petersburg Institute of Sales Management and Economics,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad0ce839867,St. Petersburg State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad18248b86a,St. Petersburg State University of Waterway Communications,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad2647b9d12,St. Petersburg State Chemical Pharmaceutical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad32b978903,St. Petersburg State Mining Institute (Technical University),Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad4e7103e37,St. Petersburg StateMechnikov Medical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad5282d89a6,Samara State Agricultural Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad69f953d4c,Samara State Academy of Architecture and Civil Engineering,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad772123ac3,Samara State Aerospace University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad8eeb582e7,Saratov State Socio-Economic University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aad9b070302c,Samara State University of Economics,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aada5e9b8c8b,Siberian State Medical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aadbfc943196,Samara State University of Teacher Training,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aadccf63b754,Saratov State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aadd4c1edec1,Samara State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aade1767253f,Syktyvkar State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aadfe3d7f795,Samara State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae0917a4a8a,Moscow State University of Technology (Stankin),Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae17098c3d7,Stavropol State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae2daced727,Lipeck State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae3b784276c,Siberian State Transport University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae4b0173a0b,St. Petersburg State University of Aerospace Instrumentation,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae57d3902e5,Surgut State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae6ba01c9a0,St. Petersburg State University of Technology and Design,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae744d49829,St. Petersburg State University of Telecommunication,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae8d5d35756,St. Petersburg State Theatre Arts Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aae9e153e639,Taganrog State Pedagogical Institute,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaeac24dc4f6,Tyumen State Agricultural Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaeb32bda134,Yaroslavl State Theatre Institute,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaeccfef4617,Timirjazev Moscow Academy of Agricultutre,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaed2cef4db1,Togliatti State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaeeac5fbf03,Moscow University Touro,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaef7387261c,Tomsk Polytechnic University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf09b488362,Tver State Medical Academy,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf1b57d6acc,Tyumen State University of Gas and Oil,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf2317e8c2a,Tomsk State Pedagogical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf32d70597d,Tambov State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf480688e6a,Tver State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf59efa0a9e,Tomsk State University of Architecture and Building,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf672c188be,Taganrog State University of Radioengineering,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf7d609b067,Tomsk State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf8e758ff6d,Tyumen State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaf9067f256f,Tula State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aafa1b2533b4,Ryazan State Pedagogical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aafb51e4cb8d,Brjansk State Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aafc78da4f94,Southern Ural State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aafd2f6b444d,Tomsk State University of Control Systems and Radioelectronics,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aafed8f93a3b,Tuva State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-aaffc35121c8,Ural Academy of Public Administration,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-ab00a1e5c10b,St. Petersburg State University of Economics and Finance,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-ab01f38e39d4,Ufa State Aviation Technical University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-ab022e19a4fe,Yugra State University,Russian Federation
unvst-019b0caa-6774-7ce1-a03e-ab03d4ee7d66,Ulyanovsk State Agricultural Academy,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64ea7b548edf,Ukhta State Technical University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64ebc5c421dc,Ulyanovsk State Pedagogical University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64ece452fb19,Ulyanovsk State Technical University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64ed10a1ae48,Ulyanovsk State University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64eeab8a695f,"Dubna International University for Nature, Society and Man",Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64effdb452eb,St. Petersburg State Technical University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f0441cc9d5,Udmurt State University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f1ade7045a,Omsk State University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f269089470,Tver State University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f336c2cb83,Vologda State Pedagogical University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f4bd4bb121,Yaroslavl State University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f5247b6fe7,Nizhny Novgorod State University,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f6de23ee9b,Cheljabinsk University of Agricultural Engineering,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f795c778d0,Ural State Academy of Architecture and Arts,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f876e856d7,Ural State Academy of Railway Transport,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64f92906b313,Ural State Conservatory,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64fa69a407cd,Ural State Forestry Technical Academy,Russian Federation
unvst-019b0caa-6775-7c1a-a4cd-64fba3764487,Ural State Academy of Law,Russian Federation
