university_id,university_name,university_country
unvst-019b0caa-6756-7cea-9a97-c99647b610ac,"Institut Armand-Frappier, Université du Québec",Canada
unvst-019b0caa-6756-7cea-9a97-c997509c0687,"Institut National de la Recherche Scientifique, Université du Québec",Canada
unvst-019b0caa-6756-7cea-9a97-c998caa11d56,Kingston College,Canada
unvst-019b0caa-6756-7cea-9a97-c99907b88af8,King's University College,Canada
unvst-019b0caa-6756-7cea-9a97-c99ad121d4fb,Kwantleen University College,Canada
unvst-019b0caa-6756-7cea-9a97-c99b8562889d,Lakehead University,Canada
unvst-019b0caa-6756-7cea-9a97-c99c822a0e35,Langara College,Canada
unvst-019b0caa-6756-7cea-9a97-c99d9030c017,Lansbridge University,Canada
unvst-019b0caa-6756-7cea-9a97-c99ee9600f02,Laurentian University of Sudbury,Canada
unvst-019b0caa-6756-7cea-9a97-c99f098b6d19,MacEwan University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a0a053fd02,Malaspina University College,Canada
unvst-019b0caa-6756-7cea-9a97-c9a17b046656,McGill University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a29b4ea12a,McMaster University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a3f59f0de3,Mount Saint Vincent University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a4f5547c09,Mount Allison University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a57f9df1f4,Mount Royal University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a65566f4e9,Northern Alberta Institute of Technology,Canada
unvst-019b0caa-6756-7cea-9a97-c9a7b82ec32c,North Island College,Canada
unvst-019b0caa-6756-7cea-9a97-c9a8e0c32d9e,Nipissing University,Canada
unvst-019b0caa-6756-7cea-9a97-c9a933daaa69,Northern Lights College,Canada
unvst-019b0caa-6756-7cea-9a97-c9aa40e1c7b4,Nova Scotia Agricultural College,Canada
unvst-019b0caa-6756-7cea-9a97-c9aba531bb60,Nova Scotia College of Art and Design,Canada
unvst-019b0caa-6756-7cea-9a97-c9ac4a29dc90,Nicola Valley Institute of Technology,Canada
unvst-019b0caa-6756-7cea-9a97-c9adb2380f06,Ontario College of Art and Design,Canada
unvst-019b0caa-6756-7cea-9a97-c9ae2b18ca26,Okanagan University College,Canada
unvst-019b0caa-6756-7cea-9a97-c9af2607bb26,Dominican College of Philosophy and Theology,Canada
unvst-019b0caa-6756-7cea-9a97-c9b015ca3c1c,Pacific International College,Canada
unvst-019b0caa-6756-7cea-9a97-c9b14d535fd4,"École Polytechnique de Montréal, Université de Montréal",Canada
unvst-019b0caa-6756-7cea-9a97-c9b23347ecdf,Queen's University,Canada
unvst-019b0caa-6756-7cea-9a97-c9b351998e11,Quest University,Canada
unvst-019b0caa-6756-7cea-9a97-c9b46e39677a,Redeemer College,Canada
unvst-019b0caa-6756-7cea-9a97-c9b5ac56615b,Regent College,Canada
unvst-019b0caa-6756-7cea-9a97-c9b66c969796,Royal Military College of Canada,Canada
unvst-019b0caa-6756-7cea-9a97-c9b7ab29fe0c,Royal Roads University,Canada
unvst-019b0caa-6756-7cea-9a97-c9b8fdd715df,Ryerson Polytechnic University,Canada
unvst-019b0caa-6756-7cea-9a97-c9b9476e926a,Southern Alberta Institute of Technology,Canada
unvst-019b0caa-6756-7cea-9a97-c9ba2b0a9a92,Luther College,Canada
unvst-019b0caa-6756-7cea-9a97-c9bbf6fb04e7,Sauder School of Business,Canada
unvst-019b0caa-6756-7cea-9a97-c9bc0451195e,"University of Toronto, Scarborough",Canada
unvst-019b0caa-6756-7cea-9a97-c9bd8c02ce34,Selkirk College,Canada
unvst-019b0caa-6756-7cea-9a97-c9bed1fad7fd,Seneca College,Canada
unvst-019b0caa-6756-7cea-9a97-c9bf4a019988,Simon Fraser University,Canada
unvst-019b0caa-6756-7cea-9a97-c9c0e0ae931f,Sheridan College,Canada
unvst-019b0caa-6756-7cea-9a97-c9c1aca744f0,Saskatchewan Indian Federated College,Canada
unvst-019b0caa-6756-7cea-9a97-c9c2eab6495f,St. Clair College,Canada
unvst-019b0caa-6756-7cea-9a97-c9c30ede3110,St. Francis Xavier University,Canada
unvst-019b0caa-6756-7cea-9a97-c9c496ec8c68,St. Mary's University,Canada
unvst-019b0caa-6756-7cea-9a97-c9c5a4e058e7,St. Thomas University,Canada
unvst-019b0caa-6756-7cea-9a97-c9c6feecc601,"Télé-université, Université du Québec",Canada
unvst-019b0caa-6756-7cea-9a97-c9c703dc10e7,Trent University,Canada
unvst-019b0caa-6756-7cea-9a97-c9c8b659fa4f,University of Trinity College,Canada
unvst-019b0caa-6756-7cea-9a97-c9c96bd60e60,Thompson Rivers University,Canada
unvst-019b0caa-6756-7cea-9a97-c9cab2b3b9ab,Trinity Western University,Canada
unvst-019b0caa-6756-7cea-9a97-c9cb3adc0bf2,University of Alberta,Canada
unvst-019b0caa-6756-7cea-9a97-c9cc8ddb1334,University of British Columbia,Canada
unvst-019b0caa-6756-7cea-9a97-c9cdc2ab460f,Bishop's University,Canada
unvst-019b0caa-6756-7cea-9a97-c9ce5ab543af,University of Calgary,Canada
unvst-019b0caa-6756-7cea-9a97-c9cfeff80d2a,University College of Cape Breton,Canada
unvst-019b0caa-6756-7cea-9a97-c9d077e5675e,University of the Fraser Valley,Canada
unvst-019b0caa-6756-7cea-9a97-c9d141892414,Memorial University of Newfoundland,Canada
unvst-019b0caa-6756-7cea-9a97-c9d223331f43,University of King's College,Canada
unvst-019b0caa-6756-7cea-9a97-c9d30856e875,Université Laval,Canada
unvst-019b0caa-6756-7cea-9a97-c9d4d7b2d1bc,University of Lethbridge,Canada
unvst-019b0caa-6756-7cea-9a97-c9d5f5dd65b1,University of Manitoba,Canada
unvst-019b0caa-6756-7cea-9a97-c9d647568e7c,University of Moncton,Canada
unvst-019b0caa-6756-7cea-9a97-c9d7935cdaa3,Université de Montréal,Canada
unvst-019b0caa-6756-7cea-9a97-c9d8fcfac510,University of New Brunswick,Canada
unvst-019b0caa-6756-7cea-9a97-c9d960069a23,University of Northern British Columbia,Canada
unvst-019b0caa-6756-7cea-9a97-c9da36f9d0db,"University of New Brunswick, Saint John",Canada
unvst-019b0caa-6756-7cea-9a97-c9dbebabbbb7,University Canada West,Canada
unvst-019b0caa-6756-7cea-9a97-c9dcc500edde,University of Guelph,Canada
unvst-019b0caa-6756-7cea-9a97-c9dd5aa6ca47,University of Ontario Institute of Technology,Canada
unvst-019b0caa-6756-7cea-9a97-c9deff85a36a,University of Ottawa,Canada
unvst-019b0caa-6756-7cea-9a97-c9df93874a0f,University of Prince Edward Island,Canada
unvst-019b0caa-6756-7cea-9a97-c9e050984ecf,Université du Québec à Chicoutimi,Canada
unvst-019b0caa-6756-7cea-9a97-c9e1b6c54d7b,Université du Québec à Montréal,Canada
unvst-019b0caa-6756-7cea-9a97-c9e2eb1fb1cd,Université du Québec à Rimouski,Canada
unvst-019b0caa-6756-7cea-9a97-c9e3760f5fac,Université du Québec en Abitibi-Témiscamingue,Canada
unvst-019b0caa-6756-7cea-9a97-c9e4a7f35161,Université du Québec en Outaouais,Canada
unvst-019b0caa-6756-7cea-9a97-c9e53a01d45b,Université du Québec à Trois-Rivières,Canada
unvst-019b0caa-6756-7cea-9a97-c9e6a0bdc0ac,University of Québec,Canada
unvst-019b0caa-6756-7cea-9a97-c9e7936d6c3e,University of Regina,Canada
unvst-019b0caa-6756-7cea-9a97-c9e86117a744,University of Saskatchewan,Canada
unvst-019b0caa-6756-7cea-9a97-c9e9c53ec490,Université de Sherbrooke,Canada
unvst-019b0caa-6756-7cea-9a97-c9ea56040ce2,University of St. Jerome's College,Canada
unvst-019b0caa-6756-7cea-9a97-c9ebe8b29a46,St. Anne University,Canada
unvst-019b0caa-6756-7cea-9a97-c9ec798833bb,University College of Saint-Boniface,Canada
unvst-019b0caa-6756-7cea-9a97-c9edc2ac971a,St. Paul University,Canada
unvst-019b0caa-6756-7cea-9a97-c9ee260a4908,University of Sudbury,Canada
unvst-019b0caa-6756-7cea-9a97-c9ef85ca0ab9,"University of Toronto, Mississauga",Canada
unvst-019b0caa-6756-7cea-9a97-c9f04de72bdb,University of Toronto,Canada
unvst-019b0caa-6756-7cea-9a97-c9f150608dc2,University of Victoria,Canada
unvst-019b0caa-6756-7cea-9a97-c9f23b9e0ee2,University of Waterloo,Canada
unvst-019b0caa-6756-7cea-9a97-c9f3ca2f41a8,University of Windsor,Canada
unvst-019b0caa-6756-7cea-9a97-c9f41f7708ff,University of Winnipeg,Canada
unvst-019b0caa-6756-7cea-9a97-c9f5e741535b,University of Western Ontario,Canada
unvst-019b0caa-6756-7cea-9a97-c9f6498b484a,Vancouver Community College,Canada
unvst-019b0caa-6756-7cea-9a97-c9f757ea2a94,"Victoria University Toronto, University of Toronto",Canada
unvst-019b0caa-6756-7cea-9a97-c9f8cdc6522f,Wilfrid Laurier University,Canada
unvst-019b0caa-6756-7cea-9a97-c9f9eda7dd71,York University,Canada
unvst-019b0caa-6756-7cea-9a97-c9fa754e86e1,Yukon College,Canada
unvst-019b0caa-6756-7cea-9a97-c9fba102e954,Universidade Jean Piaget de Cabo Verde,Cape Verde
unvst-019b0caa-6756-7cea-9a97-c9fcd6d86232,International College of the Cayman Islands,Cayman Islands
unvst-019b0caa-6756-7cea-9a97-c9fd57ff3470,St. Matthews University,Cayman Islands
unvst-019b0caa-6756-7cea-9a97-c9fe54fec292,Université de Bangui,Central African Republic
unvst-019b0caa-6756-7cea-9a97-c9ff234cc830,Université de N'Djamena,Chad
unvst-019b0caa-6756-7cea-9a97-ca00887cb6ac,Universidad Academia de Humanismo Cristiano,Chile
unvst-019b0caa-6756-7cea-9a97-ca010c2d2a36,Escuela de Arquitectura y Diseño,Chile
unvst-019b0caa-6756-7cea-9a97-ca027779bc67,Pontificia Universidad Catolica de Chile,Chile
unvst-019b0caa-6756-7cea-9a97-ca03de201e1d,Universidad Austral de Chile,Chile
unvst-019b0caa-6756-7cea-9a97-ca048cb0c73d,Universidad de Aconcagua,Chile
unvst-019b0caa-6756-7cea-9a97-ca054a35aa09,Universidad Alberto Hurtado,Chile
unvst-019b0caa-6756-7cea-9a97-ca06da6faab9,Universidad Adolfo Ibáñez,Chile
unvst-019b0caa-6756-7cea-9a97-ca07563bac95,Universidad de Las Américas,Chile
unvst-019b0caa-6756-7cea-9a97-ca088a6ccca0,Universidad de Los Andes,Chile
unvst-019b0caa-6756-7cea-9a97-ca09f468e776,Universidad de Antofagasta,Chile
unvst-019b0caa-6756-7cea-9a97-ca0aabedbb78,Universidad Autonoma del Sur,Chile
unvst-019b0caa-6756-7cea-9a97-ca0bfe3c0029,Universidad del Bío-Bío,Chile
unvst-019b0caa-6756-7cea-9a97-ca0c087ae79c,Universidad Bernardo O'Higgins,Chile
unvst-019b0caa-6756-7cea-9a97-ca0de08a8bad,Universidad Bolivariana,Chile
unvst-019b0caa-6756-7cea-9a97-ca0e9cc750b1,Universidad Chileno Britanica de Cultura,Chile
unvst-019b0caa-6756-7cea-9a97-ca0f4803c398,Universidad Central,Chile
unvst-019b0caa-6756-7cea-9a97-ca10fe5273ea,Universidad Miguel de Cervantes,Chile
unvst-019b0caa-6756-7cea-9a97-ca118066cf10,Universidad de Chile,Chile
unvst-019b0caa-6756-7cea-9a97-ca1291ea608d,Universidad de Ciencias de la Informatica,Chile
unvst-019b0caa-6756-7cea-9a97-ca13bd268909,Universidad Catolica del Maule,Chile
unvst-019b0caa-6756-7cea-9a97-ca149f3145dd,Universidad Catolica del Norte,Chile
unvst-019b0caa-6756-7cea-9a97-ca15185ad692,Universidad Catolica de La Santísima Concepción,Chile
unvst-019b0caa-6756-7cea-9a97-ca1604f49eaf,Universidad Católica Cardenal Raúl Silva Henríquez,Chile
unvst-019b0caa-6756-7cea-9a97-ca179a0a60c8,Universidad Catolica de Temuco,Chile
unvst-019b0caa-6756-7cea-9a97-ca18dfb74590,Universidad Catolica de Valparaiso,Chile
unvst-019b0caa-6756-7cea-9a97-ca19c15b21b6,Universidad de Atacama,Chile
unvst-019b0caa-6756-7cea-9a97-ca1aeafce232,Universidad de Concepcion,Chile
unvst-019b0caa-6756-7cea-9a97-ca1be8a8b270,Universidad del Mar,Chile
unvst-019b0caa-6756-7cea-9a97-ca1cf403342d,Universidad del Desarrollo,Chile
unvst-019b0caa-6756-7cea-9a97-ca1da50afc0f,Universidad Diego Portales,Chile
unvst-019b0caa-6756-7cea-9a97-ca1e43462806,Universidad Finis Terrae,Chile
unvst-019b0caa-6756-7cea-9a97-ca1fb57b9218,Universidad de La Frontera,Chile
unvst-019b0caa-6756-7cea-9a97-ca2029bb1abf,Universidad Gabriela Mistral,Chile
unvst-019b0caa-6756-7cea-9a97-ca218c10c5ca,"Universidad International SEK, Santiago",Chile
unvst-019b0caa-6756-7cea-9a97-ca22e0cbdeb3,Universidad José Santos Ossa,Chile
unvst-019b0caa-6756-7cea-9a97-ca23753da0f4,Universidad de Los Lagos,Chile
unvst-019b0caa-6756-7cea-9a97-ca2467ac109c,Universidad La Republica,Chile
unvst-019b0caa-6756-7cea-9a97-ca2596a470a0,Universidad de Magallanes,Chile
unvst-019b0caa-6756-7cea-9a97-ca26e79a1a33,Universidad Maritima de Chile,Chile
unvst-019b0caa-6756-7cea-9a97-ca27a3196882,Universidad Mayor,Chile
unvst-019b0caa-6756-7cea-9a97-ca28db46253e,Universidad Metropolitana de Ciencias de la Educación,Chile
unvst-019b0caa-6756-7cea-9a97-ca297ca66c80,Universidad Mariano Egaña,Chile
unvst-019b0caa-6756-7cea-9a97-ca2a945e5644,Universidad Nacional Andrés Bello,Chile
unvst-019b0caa-6756-7cea-9a97-ca2b5a59dd1d,Universidad Adventista de Chile,Chile
unvst-019b0caa-6756-7cea-9a97-ca2cbd15ba35,"Universidad ""Arturo Prat""",Chile
unvst-019b0caa-6756-7cea-9a97-ca2d12ca6e95,Universidad Francisco de Aguirre,Chile
unvst-019b0caa-6756-7cea-9a97-ca2e68929916,"Universidad de Artes, Ciencias y Comunicación",Chile
unvst-019b0caa-6756-7cea-9a97-ca2f822e4fb6,Universidad Iberoamericana de Ciencias y Tecnologia,Chile
unvst-019b0caa-6756-7cea-9a97-ca30a1af87c9,Universidad Arcis,Chile
unvst-019b0caa-6756-7cea-9a97-ca31881a925d,Universidad del Pacífico,Chile
unvst-019b0caa-6756-7cea-9a97-ca32696f2e53,Universidad de Playa Ancha de Ciencias de la Educacion,Chile
unvst-019b0caa-6756-7cea-9a97-ca33f5eab829,Universidad de Santiago de Chile,Chile
unvst-019b0caa-6756-7cea-9a97-ca34e9acf9a4,Universidad de San Andres,Chile
unvst-019b0caa-6756-7cea-9a97-ca35a4b6f533,Universidad de La Serena,Chile
unvst-019b0caa-6756-7cea-9a97-ca363b41adae,Universidad San Sebastian,Chile
unvst-019b0caa-6756-7cea-9a97-ca374e178822,Universidad Santo Tomás,Chile
unvst-019b0caa-6756-7cea-9a97-ca382b8f3a68,Universidad de Tarapacá,Chile
unvst-019b0caa-6756-7cea-9a97-ca397afd2fc3,Universidad de Talca,Chile
unvst-019b0caa-6756-7cea-9a97-ca3a137ce13f,Universidad Tecnológica Metropolitana,Chile
unvst-019b0caa-6756-7cea-9a97-ca3bae5227eb,"Universidad Técnica ""Federico Santa María""",Chile
unvst-019b0caa-6756-7cea-9a97-ca3cec4b8923,Universidad de Valparaiso,Chile
unvst-019b0caa-6756-7cea-9a97-ca3d0c31b2e9,"Universidad Tecnologica ""Vicente Perez Rosales""",Chile
unvst-019b0caa-6756-7cea-9a97-ca3ea376a32a,Universidad de Viña del Mar,Chile
unvst-019b0caa-6756-7cea-9a97-ca3fe842c249,Anhui Medical University,China
unvst-019b0caa-6756-7cea-9a97-ca409917c3a6,Anhui Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca41124aa434,Anhui Technical College of Water Resources and Hydroelectric Power,China
unvst-019b0caa-6756-7cea-9a97-ca42872639b7,Anhui University of Traditional Chinese Medicine,China
unvst-019b0caa-6756-7cea-9a97-ca43f5e4c877,Anhui University,China
unvst-019b0caa-6756-7cea-9a97-ca44ff6f3e50,Anhui University of Finance and Economics,China
unvst-019b0caa-6756-7cea-9a97-ca454effa9e1,Beijing University of Agriculture,China
unvst-019b0caa-6756-7cea-9a97-ca46a8ee7f54,Beijing Foreign Studies University,China
unvst-019b0caa-6756-7cea-9a97-ca4782f7baba,Bohai University,China
unvst-019b0caa-6756-7cea-9a97-ca48a86c7bff,Beijing International Studies University,China
unvst-019b0caa-6756-7cea-9a97-ca49b646e4b7,Beijing Institute of Technology,China
unvst-019b0caa-6756-7cea-9a97-ca4ab435637f,Beijing Information Science and Technology University,China
unvst-019b0caa-6756-7cea-9a97-ca4b193ce630,Beijing Jiaotong University,China
unvst-019b0caa-6756-7cea-9a97-ca4cb04c3231,China Agriculture University East,China
unvst-019b0caa-6756-7cea-9a97-ca4d3c912319,Beijing Forestry University,China
unvst-019b0caa-6756-7cea-9a97-ca4e21c10ee2,Beijing Medical University,China
unvst-019b0caa-6756-7cea-9a97-ca4f035b4a8d,Beijing Petroleum University,China
unvst-019b0caa-6756-7cea-9a97-ca50593f438d,Beijing Polytechnic University,China
unvst-019b0caa-6756-7cea-9a97-ca5189008f2a,Beijing University of Chinese Medicine and Pharmacology,China
unvst-019b0caa-6756-7cea-9a97-ca52dc702c94,Beijing Language and Culture University,China
unvst-019b0caa-6756-7cea-9a97-ca532eb8983c,Beijing Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca543c07bf75,Beijing Sport University,China
unvst-019b0caa-6756-7cea-9a97-ca55d67d2422,Beijing University of Aeronautics and Astronautics,China
unvst-019b0caa-6756-7cea-9a97-ca568758d7ad,Beijing University of Chemical Technology,China
unvst-019b0caa-6756-7cea-9a97-ca577d7205a3,Beijing University of Posts and Telecommunications,China
unvst-019b0caa-6756-7cea-9a97-ca58dec91991,Central Academy of Fine Art,China
unvst-019b0caa-6756-7cea-9a97-ca594ea4e4c6,Civil Aviation University of China,China
unvst-019b0caa-6756-7cea-9a97-ca5a3c25a461,China Agricultural University,China
unvst-019b0caa-6756-7cea-9a97-ca5bb713463d,Central China Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca5c31406242,Changchun University of Technology,China
unvst-019b0caa-6756-7cea-9a97-ca5db15edb0c,Chengdu University,China
unvst-019b0caa-6756-7cea-9a97-ca5e9be96abb,Chengdu University of Traditional Chinese Medicine,China
unvst-019b0caa-6756-7cea-9a97-ca5f734d0cad,Chengdu University of Technology,China
unvst-019b0caa-6756-7cea-9a97-ca60dd70d8dd,China Foreign Affairs University,China
unvst-019b0caa-6756-7cea-9a97-ca619c3b65a2,China Academy of Art,China
unvst-019b0caa-6756-7cea-9a97-ca621fa4b622,Chengdu Institute of Sichuan International Studies University,China
unvst-019b0caa-6756-7cea-9a97-ca63f764c24f,China Medical University Shenyang,China
unvst-019b0caa-6756-7cea-9a97-ca6446714099,Changchun Teachers College,China
unvst-019b0caa-6756-7cea-9a97-ca655ff8236b,Capital Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca661052ef46,Chinese People's Public Security University,China
unvst-019b0caa-6756-7cea-9a97-ca673defcc83,China Pharmaceutical University Nanjing,China
unvst-019b0caa-6756-7cea-9a97-ca685943d50d,Capital University of Medical Sciences,China
unvst-019b0caa-6756-7cea-9a97-ca698f8ee51f,Chongqing Education College,China
unvst-019b0caa-6756-7cea-9a97-ca6a0fae2b0b,Chongqing Vocational College of Public Transportation,China
unvst-019b0caa-6756-7cea-9a97-ca6b52f81b53,Chongqing Medical University,China
unvst-019b0caa-6756-7cea-9a97-ca6cd571fcad,Chongqing Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca6d0424892a,Chongqing Telecommunication College,China
unvst-019b0caa-6756-7cea-9a97-ca6e42dd6465,Chongqing University of Communications,China
unvst-019b0caa-6756-7cea-9a97-ca6fe703f0fe,Chongqing University,China
unvst-019b0caa-6756-7cea-9a97-ca701ee5b11e,Chongqing University of Post and Telecommunications,China
unvst-019b0caa-6756-7cea-9a97-ca716454fa39,Chongqing University of Science and Technology,China
unvst-019b0caa-6756-7cea-9a97-ca725468e7a1,Chongqing University of Technology,China
unvst-019b0caa-6756-7cea-9a97-ca73d7c90e07,Chongqing Wenli University,China
unvst-019b0caa-6756-7cea-9a97-ca748ccb98c5,Central Radio and TV University,China
unvst-019b0caa-6756-7cea-9a97-ca754ae22d08,Central South Forestry University,China
unvst-019b0caa-6756-7cea-9a97-ca760b548b5f,Changsha Railway University,China
unvst-019b0caa-6756-7cea-9a97-ca7797c47bdf,Central South University,China
unvst-019b0caa-6756-7cea-9a97-ca7819317e0f,Changsha University of Electric Power,China
unvst-019b0caa-6756-7cea-9a97-ca798d5647fb,Chongqing Technology and Business University,China
unvst-019b0caa-6756-7cea-9a97-ca7ac1ba5595,China Three Gorges University,China
unvst-019b0caa-6756-7cea-9a97-ca7b9c747739,China USA Business University,China
unvst-019b0caa-6756-7cea-9a97-ca7c6b28ab5a,Communication University of China,China
unvst-019b0caa-6756-7cea-9a97-ca7db553d391,Capital University of Economics and Business,China
unvst-019b0caa-6756-7cea-9a97-ca7e7c656693,Central University of Finance and Economics,China
unvst-019b0caa-6756-7cea-9a97-ca7f7e7eb53b,China University of Geoscience Beijing,China
unvst-019b0caa-6756-7cea-9a97-ca80e6d4c1ba,China University of Geosciences Wuhan,China
unvst-019b0caa-6756-7cea-9a97-ca815fc0fd88,China University of Mining Technology - Beijing,China
unvst-019b0caa-6756-7cea-9a97-ca828d8cc93e,China University of Mining Technology - Xuzhou,China
unvst-019b0caa-6756-7cea-9a97-ca834b9e78a1,Central University for Nationalities,China
unvst-019b0caa-6756-7cea-9a97-ca8491621459,China University of Political Science and Law,China
unvst-019b0caa-6756-7cea-9a97-ca85271bcbe0,China youth college for political science,China
unvst-019b0caa-6756-7cea-9a97-ca8617e117d5,"Donghua University, Shanghai",China
unvst-019b0caa-6756-7cea-9a97-ca87cf6c34ca,Dalian Medical University,China
unvst-019b0caa-6756-7cea-9a97-ca88f149848c,Dalian Martime University,China
unvst-019b0caa-6756-7cea-9a97-ca893d7b1fa9,Dalian University,China
unvst-019b0caa-6756-7cea-9a97-ca8aa86af8eb,Dalian University of Foreign Language,China
unvst-019b0caa-6756-7cea-9a97-ca8bbbfecfb6,Dalian University of Technology,China
unvst-019b0caa-6756-7cea-9a97-ca8c4c960786,Dongbei University of Finance And Economics,China
unvst-019b0caa-6756-7cea-9a97-ca8d2840d50b,East China Jiao Tong University,China
unvst-019b0caa-6756-7cea-9a97-ca8ed262492a,East China Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca8f037c9909,East China University of Science and Technology,China
unvst-019b0caa-6756-7cea-9a97-ca90e3bbe047,Emeishan Buddhist College,China
unvst-019b0caa-6756-7cea-9a97-ca91ad06a4bd,Southern Medial University,China
unvst-019b0caa-6756-7cea-9a97-ca92e69f5153,Fujian Agricultural University,China
unvst-019b0caa-6756-7cea-9a97-ca9303eb6af4,Fujian Medical University,China
unvst-019b0caa-6756-7cea-9a97-ca9463db5580,Fujian Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca957c207305,Fujian University of Traditional Chinese Medicine,China
unvst-019b0caa-6756-7cea-9a97-ca96b6c16f0f,4th Military Medical University,China
unvst-019b0caa-6756-7cea-9a97-ca9758b9ac6f,Foshan University,China
unvst-019b0caa-6756-7cea-9a97-ca9853e43694,Fushun Petroleum University,China
unvst-019b0caa-6756-7cea-9a97-ca9915a83be7,Fudan University,China
unvst-019b0caa-6756-7cea-9a97-ca9a64a4130b,Fuzhou University,China
unvst-019b0caa-6756-7cea-9a97-ca9bfe1168ef,Guangdong Polytechnic Normal University,China
unvst-019b0caa-6756-7cea-9a97-ca9c1126f0e6,Guangdong Radio & TV University,China
unvst-019b0caa-6756-7cea-9a97-ca9d41e6bc4a,Guangdong University of Foreign Studies,China
unvst-019b0caa-6756-7cea-9a97-ca9e34e7013c,Guangdong University of Technology,China
unvst-019b0caa-6756-7cea-9a97-ca9fa4fd684f,Gansu Agricultural University,China
unvst-019b0caa-6756-7cea-9a97-caa0ad8dbb3f,Gansu University of Technology,China
unvst-019b0caa-6756-7cea-9a97-caa19ec21d7b,Guangzhou Normal University,China
unvst-019b0caa-6756-7cea-9a97-caa2d9bde2c7,Guangxi Medical University,China
unvst-019b0caa-6756-7cea-9a97-caa30ef5afd0,Guangxi Normal University,China
unvst-019b0caa-6757-7e4b-845b-713111a9a451,Guangxi Traditional Chinese Medical University,China
unvst-019b0caa-6757-7e4b-845b-71321165998b,Guangxi University,China
unvst-019b0caa-6757-7e4b-845b-71335c38b75a,Guangxi University for Nationalities,China
unvst-019b0caa-6757-7e4b-845b-7134162a9836,Guangzhou Academy of Fine Art,China
unvst-019b0caa-6757-7e4b-845b-7135523f3678,Guangzhou University of Traditional Chinese Medicine,China
unvst-019b0caa-6757-7e4b-845b-71360ca86d00,Guangzhou University,China
unvst-019b0caa-6757-7e4b-845b-71376ae8deb3,Guizhou Normal University,China
unvst-019b0caa-6757-7e4b-845b-7138e89ac5fd,Sun Yat-Sen University of Medical Sciences,China
unvst-019b0caa-6757-7e4b-845b-713960fd6e98,Guizhou University,China
unvst-019b0caa-6757-7e4b-845b-713a4969300c,Hainan Normal University,China
unvst-019b0caa-6757-7e4b-845b-713ba35d71fd,Hainan University,China
unvst-019b0caa-6757-7e4b-845b-713ca647f670,Hebei Academy of Fine Art,China
unvst-019b0caa-6757-7e4b-845b-713de56acac0,Houston Baptist University,United States
unvst-019b0caa-6757-7e4b-845b-713e1aef18e0,Hebei University,China
unvst-019b0caa-6757-7e4b-845b-713f4cd41380,University of Petroleum (East China),China
unvst-019b0caa-6757-7e4b-845b-71409a354e9c,Hebei Agricultural University,China
unvst-019b0caa-6757-7e4b-845b-71418f2af48c,Hebei United University,China
unvst-019b0caa-6757-7e4b-845b-7142850a7f13,Hebei Medical University,China
unvst-019b0caa-6757-7e4b-845b-71431bd05d42,Hebei Normal University,China
unvst-019b0caa-6757-7e4b-845b-714434b66199,Hebei University of Science and Technology,China
unvst-019b0caa-6757-7e4b-845b-714511d65a0b,Hebei University of Technology,China
unvst-019b0caa-6757-7e4b-845b-7146ca9d33ce,Henan Normal University,China
unvst-019b0caa-6757-7e4b-845b-71472e8f9595,Henan Agriculture University,China
unvst-019b0caa-6757-7e4b-845b-7148c4f94c4e,Henan Univeristy,China
unvst-019b0caa-6757-7e4b-845b-714986141a17,Hebei University of Economics and Trade,China
unvst-019b0caa-6757-7e4b-845b-714ade671d84,Hefei University of Technology,China
unvst-019b0caa-6757-7e4b-845b-714b95009ebd,Huaihai Institute of Technology,China
unvst-019b0caa-6757-7e4b-845b-714c4427696a,Huaihua Radio and Television University,China
unvst-019b0caa-6757-7e4b-845b-714d9b2b34c3,Huanghe Science & Technology University,China
unvst-019b0caa-6757-7e4b-845b-714e1d045ec9,Hohai University Changzhou,China
unvst-019b0caa-6757-7e4b-845b-714f785e4018,Hehai University,China
unvst-019b0caa-6757-7e4b-845b-7150ae2b920b,Harbin Institute of Technology,China
unvst-019b0caa-6757-7e4b-845b-7151f07192c4,Heilongjiang August 1st Reclamation University,China
unvst-019b0caa-6757-7e4b-845b-7152cbf66ebd,Heilongjiang Commercial University,China
unvst-019b0caa-6757-7e4b-845b-71536e806eba,Heilongjiang University,China
unvst-019b0caa-6757-7e4b-845b-715454625f86,Henan Buddhist College,China
unvst-019b0caa-6757-7e4b-845b-71552e2f4383,Logistics Engineering University of PLA,China
unvst-019b0caa-6757-7e4b-845b-71569c7f635a,Huaqiao University Quanzhuo,China
unvst-019b0caa-6757-7e4b-845b-7157381cac24,Harbin Engineering University,China
unvst-019b0caa-6757-7e4b-845b-7158108aa93e,Harbin Medical University,China
